name,layer,id,glottocode,year,map_name_full,tessellate,extrude,visibility,Family,Dialect,description
Wurrugu,Iwaidjan,306,wurr1238,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Ilgar,Iwaidjan,307,ilga1238,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Garig,Iwaidjan,308,gari1253,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Dharuk,Iyora,309,sydn1236,traditional,Files for Australian Language Locations,1,0,-1,,,
Darrkinyung,Iyora,310,hawk1239,traditional,Files for Australian Language Locations,1,0,-1,,,
Thanggatti,Iyora,311,dyan1250,traditional,Files for Australian Language Locations,1,0,-1,,,
Eora,Iyora,312,sydn1236,traditional,Files for Australian Language Locations,1,0,-1,,,spelling per Wafer and Lissarrague
Miriwoong,Jarrakan,313,miri1266,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Gija,Jarrakan,314,kitj1240,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Yalarnnga,Kalkatungic,315,yala1262,traditional,Files for Australian Language Locations,1,0,-1,,,
Gajirrebeng,Jarrakan,316,gadj1243,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Thiin,Kanyara,317,thii1234,traditional,Files for Australian Language Locations,1,0,-1,,,
Kalkatungu,Kalkatungic,318,kalk1246,traditional,Files for Australian Language Locations,1,0,-1,,,
Garrwa,Garrwan,319,gara1269,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Waanyi,Garrwan,320,wany1247,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Erre,Giimbiyu,321,erre1238,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Mengerrdji,Giimbiyu,322,mang1382,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Gumbaynggir,Gumbaynggiric,323,kumb1268,traditional,Files for Australian Language Locations,1,0,-1,,,
Urningangk,Giimbiyu,324,urni1239,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Baanbay,Gumbaynggiric,325,kumb1268,traditional,Files for Australian Language Locations,1,0,-1,,y,
Yaygirr,Gumbaynggiric,326,yayg1236,traditional,Files for Australian Language Locations,1,0,-1,,,
Bininj Kunwok,Gunwinygic,327,gunw1252,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Kunbarlang,Gunwinygic,328,kunb1251,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Wulwulam,Gunwinyguan,329,wulw1234,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Dalabon,Gunwinygic,330,ngal1292,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Jawoyn,Gunwinyguan,331,djau1244,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Uwinymil,Gunwinyguan,332,uwin1234,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Amurdak,Iwaidjan,333,amar1271,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Warray,Gunwinyguan,334,wara1290,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Gudanji,Eastern Mirndi,335,guda1242,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Binbinka,Eastern Mirndi,336,binb1242,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Jingulu,Eastern Mirndi,337,djin1251,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Wambaya,Eastern Mirndi,338,wamb1258,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Kurnai,Eastern Victoria,339,gana1278,traditional,Files for Australian Language Locations,1,0,-1,,,
Bidawal,Eastern Victoria,340,gana1268,traditional,Files for Australian Language Locations,1,0,-1,,,
Muk-Thang,Eastern Victoria,341,gana1278,traditional,Files for Australian Language Locations,1,0,-1,,,
Thangguai,Eastern Victoria,342,gana1278,traditional,Files for Australian Language Locations,1,0,-1,,,
Dhudhuroa,Eastern Victoria,343,dhud1236,traditional,Files for Australian Language Locations,1,0,-1,,,
Nulit,Eastern Victoria,344,gana1278,traditional,Files for Australian Language Locations,1,0,-1,,,
Yawuru,EasternNyulnyulan,345,yawu1244,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Waywurru,Eastern Victoria,346,pall1243,traditional,Files for Australian Language Locations,1,0,-1,,,
Jukun,EasternNyulnyulan,347,dyug1238,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Nyikina,EasternNyulnyulan,348,nyig1240,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Ngumbarl,EasternNyulnyulan,349,ngum1253,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Warrwa,EasternNyulnyulan,350,warr1258,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Warriyangga,Mantharta,351,wari1262,traditional,Files for Australian Language Locations,1,0,-1,,,
Tharrgari,Mantharta,352,dhar1247,traditional,Files for Australian Language Locations,1,0,-1,,,
Gudjal,Maric,353,gudj1237,traditional,Files for Australian Language Locations,1,0,-1,,,
Alawa,Maran,354,alaw1244,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Yagalingu,Maric,355,bidy1243,traditional,Files for Australian Language Locations,1,0,-1,,,
Miyan,Maric,356,east2716,traditional,Files for Australian Language Locations,1,0,-1,,,
Dungaloo,Maric,357,,traditional,Files for Australian Language Locations,1,0,-1,,y,
Giya,Maric,358,giya1234,traditional,Files for Australian Language Locations,1,0,-1,,,
Yiningayi,Maric,359,bidy1243,traditional,Files for Australian Language Locations,1,0,-1,,,
Yuru,Maric,360,yuru1264,traditional,Files for Australian Language Locations,1,0,-1,,,
Yugul,Marran,361,yugu1250,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Bindal,Maric,362,bind1237,traditional,Files for Australian Language Locations,1,0,-1,,,
Marra,Marran,363,mara1385,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Warndarrang,Marran,364,wand1263,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Nyangumarta,Marrngu,365,nyan1301,traditional,Files for Australian Language Locations,1,0,-1,,,
Karajarri,Marrngu,366,kara1476,traditional,Files for Australian Language Locations,1,0,-1,,,
Larrakia,Larrakiyan,367,lara1258,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Wulna,Larrakiyan,368,wuln1239,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Keramin,LowerMurray,369,kera1256,traditional,Files for Australian Language Locations,1,0,-1,,,"Also Kureinji, Yari-Yari"
Ngarkat,LowerMurray,370,lowe1402,traditional,Files for Australian Language Locations,1,0,-1,,y,
Ngintait,LowerMurray,371,ngin1247,traditional,Files for Australian Language Locations,1,0,-1,,,"Also Ngindadj, Yuu-Yuu given as a reference name in Wafer and Lissarague)"
YithaYitha,LowerMurray,372,yith1234,traditional,Files for Australian Language Locations,1,0,-1,,y,
Ngarrindjeri,LowerMurray,373,narr1259,traditional,Files for Australian Language Locations,1,0,-1,,,
Peramangk,LowerMurray,374,,traditional,Files for Australian Language Locations,1,0,-1,,y,
Ngaiawang,LowerMurray,375,lowe1402,traditional,Files for Australian Language Locations,1,0,-1,,,
Yaraldi,LowerMurray,376,yara1254,traditional,Files for Australian Language Locations,1,0,-1,,,
Ndjebbana,Maningrida,377,djee1236,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,also called Gunavidji
Raminyeri,Lower Murray,378,narr1259,traditional,Files for Australian Language Locations,1,0,-1,,y,
Gurrgoni,Maningrida,379,gura1252,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Nakara,Maningrida,380,naka1260,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Jiwarli,Mantharta,381,thii1234,traditional,Files for Australian Language Locations,1,0,-1,,,
Burarra,Maningrida,382,bura1267,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Kalaamaya,Kartu,383,kala1401,traditional,Files for Australian Language Locations,1,0,-1,,,
Tharrayi,Kartu,384,ying1247,traditional,Files for Australian Language Locations,1,0,-1,,,"tindale's Tedei, per Doug Marmion. Probably the same as Thirrily (Southern Yingkarta?)"
Badimaya,Kartu,385,badi1246,traditional,Files for Australian Language Locations,1,0,-1,,,
Nhanda,Kartu,386,nhan1238,traditional,Files for Australian Language Locations,1,0,-1,,,
Thaagurda,Kartu,387,kart1250,traditional,Files for Australian Language Locations,1,0,-1,,,Language mentioned in Doug Marmion's honour's thesis; not otherwise attested but seems to be a separate language
Wajarri,Kartu,388,waja1257,traditional,Files for Australian Language Locations,1,0,-1,,,
Kolakngat,Kulin,389,cola1237,traditional,Files for Australian Language Locations,1,0,-1,,,Kolakngat
Bunganditj,Kulin,390,bung1264,traditional,Files for Australian Language Locations,1,0,-1,,,
Birrpayi,Kuri,391,birr1241,traditional,Files for Australian Language Locations,1,0,-1,,,
Wathawurrung,Kulin,392,wath1238,traditional,Files for Australian Language Locations,1,0,-1,,,
Hunter River Lake Macquarie,Kuri,393,awab1243,traditional,Files for Australian Language Locations,1,0,-1,,,
Worimi,Kuri,394,wori1245,traditional,Files for Australian Language Locations,1,0,-1,,y,
Aghu Tharnggala,Lamalamic,395,aghu1256,traditional,Files for Australian Language Locations,1,0,-1,,,
Katthang,Kuri,396,wori1245,traditional,Files for Australian Language Locations,1,0,-1,,,
Lamalama,Lamalamic,398,lamu1254,traditional,Files for Australian Language Locations,1,0,-1,,,
Nhirrpi,Karnic,399,nhir1234,traditional,Files for Australian Language Locations,1,0,-1,,y,
Pirlatapa,Karnic,400,pirl1238,traditional,Files for Australian Language Locations,1,0,-1,,,
Diyari,Karnic,401,dira1238,traditional,Files for Australian Language Locations,1,0,-1,,,
Kungkarri,Karnic,402,kuun1236,traditional,Files for Australian Language Locations,1,0,-1,,,
Yawarrawarrka,Karnic,403,yawa1258,traditional,Files for Australian Language Locations,1,0,-1,,,
Pirriya,Karnic,404,pirr1240,traditional,Files for Australian Language Locations,1,0,-1,,,
Yarluyandi,Karnic,405,yarl1238,traditional,Files for Australian Language Locations,1,0,-1,,,
Ngamini,Karnic,406,ngam1265,traditional,Files for Australian Language Locations,1,0,-1,,,
Ngantangarra,Karnic,407,yaru1254,traditional,Files for Australian Language Locations,1,0,-1,,y,
Wangkumara,Karnic,408,wong1246,traditional,Files for Australian Language Locations,1,0,-1,,,
Thirarri,Karnic,409,dira1238,traditional,Files for Australian Language Locations,1,0,-1,,y,
Arabana,Karnic,410,arab1267,traditional,Files for Australian Language Locations,1,0,-1,,,
Malkana,Kartu,411,malg1242,traditional,Files for Australian Language Locations,1,0,-1,,,
Punthamara,Karnic,412,punt1240,traditional,Files for Australian Language Locations,1,0,-1,,,
Yingkarta,Kartu,413,ying1247,traditional,Files for Australian Language Locations,1,0,-1,,,
Wagiman,Non Pama-Nyungan Languages file,415,wage1238,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Tiwi,Non Pama-Nyungan Languages file,416,tiwi1244,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Gaagudju,Non Pama-Nyungan Languages file,417,gaga1251,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Kungarakany,Non Pama-Nyungan Languages file,418,kung1259,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Warungu,North Maric,419,waru1264,traditional,Files for Australian Language Locations,1,0,-1,,,
Mangarrayi,Non Pama-Nyungan Languages file,420,mang1381,traditional,Files for Australian Language Locations,1,0,-1,NonPNy,,
Djinba,Northern,421,djin1252,traditional,Files for Australian Language Locations,1,0,-1,,,
Gugu Badhun,North Maric,422,gudj1237,traditional,Files for Australian Language Locations,1,0,-1,,,
Yan-nhangu,Northern,423,yann1237,traditional,Files for Australian Language Locations,1,0,-1,,,
Dhangu,Northern,424,dhan1270,traditional,Files for Australian Language Locations,1,0,-1,,,
Djangu,Northern,425,dhan1270,traditional,Files for Australian Language Locations,1,0,-1,,,
Golpa,Northern,426,yann1237,traditional,Files for Australian Language Locations,1,0,-1,,,
Ngardi,Northern (#2),427,ngar1288,traditional,Files for Australian Language Locations,1,0,-1,,,
Djinang,Northern,428,djin1253,traditional,Files for Australian Language Locations,1,0,-1,,,
Manjiljarra,Northern (#2),429,mart1256,traditional,Files for Australian Language Locations,1,0,-1,,y,
Wangkajunga,Northern (#2),430,wang1288,traditional,Files for Australian Language Locations,1,0,-1,,,
Yindjibarndi,Ngayarta,431,yind1247,traditional,Files for Australian Language Locations,1,0,-1,,,
Ngarla,Ngayarta,432,ngar1286,traditional,Files for Australian Language Locations,1,0,-1,,,
Karranga,Ngumpin-Yapa,433,mudb1240,traditional,Files for Australian Language Locations,1,0,-1,,y,
Yinhawangka,Ngayarta,434,yinh1234,traditional,Files for Australian Language Locations,1,0,-1,,,
Bilinarra,Ngumpin-Yapa,435,bili1250,traditional,Files for Australian Language Locations,1,0,-1,,,
Walmajarri,Ngumpin-Yapa,436,walm1241,traditional,Files for Australian Language Locations,1,0,-1,,,
Warlpiri,Ngumpin-Yapa,437,warl1254,traditional,Files for Australian Language Locations,1,0,-1,,,
Warlmanpa,Ngumpin-Yapa,438,warl1255,traditional,Files for Australian Language Locations,1,0,-1,,,
Wurlayi,Ngumpin-Yapa,439,wurl1241,traditional,Files for Australian Language Locations,1,0,-1,,y,
Ngarinyman,Ngumpin-Yapa,440,ngar1235,traditional,Files for Australian Language Locations,1,0,-1,,,
Mudburra,Ngumpin-Yapa,441,mudb1240,traditional,Files for Australian Language Locations,1,0,-1,,,
Gurindji,Ngumpin-Yapa,442,guri1247,traditional,Files for Australian Language Locations,1,0,-1,,,
Malngin,Ngumpin-Yapa,443,maln1239,traditional,Files for Australian Language Locations,1,0,-1,,,
Jaru,Ngumpin-Yapa,444,jaru1254,traditional,Files for Australian Language Locations,1,0,-1,,,
Jiwarliny,Ngumpin-Yapa,445,djuw1238,traditional,Files for Australian Language Locations,1,0,-1,,y,
Wanyjirra,Ngumpin-Yapa,446,wany1244,traditional,Files for Australian Language Locations,1,0,-1,,,
Garandi,Paman,447,kuth1240,traditional,Files for Australian Language Locations,,,,,,
Barranbinya,Muruwaric,448,barr1252,traditional,Files for Australian Language Locations,,,,,,
Southern Anaiwan,Anaiwan,450,ngan1296,traditional,Files for Australian Language Locations,,,,,,
Kokiny,Paman,451,kawa1290,traditional,Files for Australian Language Locations,,,,,,
Ribh,Paman,452,areb1238,traditional,Files for Australian Language Locations,,,,,,
Olkola,Paman,453,olko1234,traditional,Files for Australian Language Locations,,,,,,
Gugu Djangun,Paman,454,djan1238,traditional,Files for Australian Language Locations,,,,,,
Wik-Alkan,Paman,455,wika1238,traditional,Files for Australian Language Locations,,,,,y,
Wik-Ngatharr,Paman,456,wika1238,traditional,Files for Australian Language Locations,,,,,,
Wik-Paacha,Paman,457,wikn1245,traditional,Files for Australian Language Locations,,,,,,
Wik-Ep,Paman,458,wike1239,traditional,Files for Australian Language Locations,,,,,y,
Wik-Ngathan,Paman,459,wika1238,traditional,Files for Australian Language Locations,,,,,,
Wik Me'anh,Paman,460,wikm1246,traditional,Files for Australian Language Locations,,,,,,
Pakanh,Paman,461,paka1251,traditional,Files for Australian Language Locations,,,,,,
Kuuk Yak,Paman,462,kuuk1243,traditional,Files for Australian Language Locations,,,,,,
Kuuk Thaayorre,Paman,463,thay1249,traditional,Files for Australian Language Locations,,,,,,
Yintyingka,Paman,464,ayab1239,traditional,Files for Australian Language Locations,,,,,,
Umpithamu,Paman,465,umbi1243,traditional,Files for Australian Language Locations,,,,,,
Umbuygamu,Paman,466,umbu1256,traditional,Files for Australian Language Locations,,,,,,
Rimanggudinhma,Paman,467,mbar1253,traditional,Files for Australian Language Locations,,,,,,
Walangama,Paman,468,wala1263,traditional,Files for Australian Language Locations,,,,,,
Agwamin,Paman,469,wami1239,traditional,Files for Australian Language Locations,,,,,,
Takalak,Paman,470,taga1279,traditional,Files for Australian Language Locations,,,,,,
Athima,Paman,471,athi1234,traditional,Files for Australian Language Locations,,,,,,
Ikarranggal,Paman,472,ikar1243,traditional,Files for Australian Language Locations,,,,,,
Uw Oykangand,Paman,474,oyka1239,traditional,Files for Australian Language Locations,,,,,,
Ogunyjan,Paman,475,kawa1290,traditional,Files for Australian Language Locations,,,,,,
Koko-Babángk,Paman,476,koko1273,traditional,Files for Australian Language Locations,,,,,,
Menthe,Western Daly,477,amii1238,traditional,Files for Australian Language Locations,,,,NonPNy,y,
Yunggurr,Eastern Daly,478,kamu1258,traditional,Files for Australian Language Locations,,,,NonPNy,y,
Pungupungu,Anson Bay,479,pung1239,traditional,Files for Australian Language Locations,,,,NonPNy,y,
Maranunggu,Western Daly,480,mara1386,traditional,Files for Australian Language Locations,,,,NonPNy,,
Tyerraty,Northern Daly,481,tyar1236,traditional,Files for Australian Language Locations,,,,,,
Ngan'gikurunggurr,Southern Daly,482,nang1259,traditional,Files for Australian Language Locations,,,,NonPNy,y,
Marrithiel,Western Daly,483,mari1424,traditional,Files for Australian Language Locations,,,,NonPNy,,
Marri Tjevin,Western Daly,484,mari1421,traditional,Files for Australian Language Locations,,,,NonPNy,y,
Marri Dan,Western Daly,485,mari1422,traditional,Files for Australian Language Locations,,,,NonPNy,y,
Winjarumi,Worrorran,486,winj1235,traditional,Files for Australian Language Locations,,,,NonPNy,,
Nyaanyatjarra,Western Desert,487,ngaa1240,traditional,Files for Australian Language Locations,,,,,,
Tjupan,Western Desert,488,tjup1235,traditional,Files for Australian Language Locations,,,,,,
Ngaanyatjarra,Western Desert,489,ngaa1240,traditional,Files for Australian Language Locations,,,,,,
Kuwarra,Western Desert,490,,traditional,Files for Australian Language Locations,,,,,y,
Cundeelee Wangka,Western Desert,491,,traditional,Files for Australian Language Locations,,,,,y,
Yetimarala,Maric,492,dhar1248,traditional,Files for Australian Language Locations,,,,,,
Wapabara,Dharumbal,493,dhar1248,traditional,Files for Australian Language Locations,,,,,,
Ara-ara,Maric,494,gayi1238,traditional,Files for Australian Language Locations,,,,,,
Gara-gara,Maric,496,gayi1238,traditional,Files for Australian Language Locations,,,,,y,
Yandjibara,Maric,497,yand1261,traditional,Files for Australian Language Locations,,,,,,
Dharawala,Maric,498,bidy1243,traditional,Files for Australian Language Locations,,,,,,
Ngaro,Maric,499,giya1234,traditional,Files for Australian Language Locations,,,,,,
Wilyakali,Paakantyi,500,wilj1239,traditional,Files for Australian Language Locations,,,,,y,
Paakantyi,Paakantyi,501,darl1243,traditional,Files for Australian Language Locations,,,,,,
Omeo language,Yuin-Kuri,502,sout2770,traditional,Files for Australian Language Locations,,,,,,
Yu-Yu,LowerMurray,503,uppe1415,traditional,Files for Australian Language Locations,,,,,,
Dharumba,Yuin-Kuri,504,dhur1239,traditional,Files for Australian Language Locations,,,,,,
Copmanhurst Langugae,Bandjalangic,505,yuga1244,traditional,Files for Australian Language Locations,1,0,-1,,,
Gold Coast Pimpana,Bandjalangic,506,pimp1234,traditional,Files for Australian Language Locations,1,0,-1,,,
Condamine- Upper-Clarence,Bandjalangic,507,cond1242,traditional,Files for Australian Language Locations,1,0,-1,,,
Middle Clarence,Bandjalangic,508,midd1357,traditional,Files for Australian Language Locations,1,0,-1,,,
Lower Richmond,Bandjalangic,509,lowe1444,traditional,Files for Australian Language Locations,1,0,-1,,,
Tweed-Albert,Bandjalangic,510,twee1234,traditional,Files for Australian Language Locations,1,0,-1,,,
Guyambal,Bigambalic,511,yuga1244,traditional,Files for Australian Language Locations,,,,,,
Gugu Wakura,Paman,512,yala1261,traditional,Files for Australian Language Locations,,,,,y,
Koogobatha,Paman,513,kunj1245,traditional,Files for Australian Language Locations,,,,,,
Awu Alaya,Paman,514,ikar1243,traditional,Files for Australian Language Locations,,,,,,
Ogh-Alungul,Paman,515,alay1234,traditional,Files for Australian Language Locations,,,,,,
Koko Dhawa,Paman,516,koko1272,traditional,Files for Australian Language Locations,,,,,y,
Ogh Awarrangg,Paman,517,ogha1238,traditional,Files for Australian Language Locations,,,,,,
Agu Aloja,Paman,518,alay1234,traditional,Files for Australian Language Locations,,,,,,
Ogh-Angkula,Paman,519,alay1234,traditional,Files for Australian Language Locations,,,,,,
Wik Iyanh,Paman,520,wiki1239,traditional,Files for Australian Language Locations,,,,,,
Uw El,Paman,521,oyka1239,traditional,Files for Australian Language Locations,,,,,y,
Yirrk Thangalkl,Paman,522,gugu1254,traditional,Files for Australian Language Locations,,,,,,
Southern Kaantju,Paman,523,kanj1260,traditional,Files for Australian Language Locations,,,,,,
