ID,Name,Description,Contributor,Citation,Glottocode,Year,Source,Media_IDs,Type,Map_IDs
141,Uw-Olgol,,,,kunj1245,traditional,bowern2021australia,features,feature,map_1
142,Kuuk-Narr,,,,kokn1236,traditional,bowern2021australia,features,feature,map_1
143,Koko Bera,,,,gugu1254,traditional,bowern2021australia,features,feature,map_1
144,Yir Yoront,,,,yiry1245,traditional,bowern2021australia,features,feature,map_1
145,Malyangapa,,,,maly1234,traditional,bowern2021australia,features,feature,map_1
146,Kuku Yalanji,,,,kuku1273,traditional,bowern2021australia,features,feature,map_1
147,Wadikali,,,,wadi1261,traditional,bowern2021australia,features,feature,map_1
148,Yardliyawarra,,,,yard1234,traditional,bowern2021australia,features,feature,map_1
149,Yidiny,,,,yidi1250,traditional,bowern2021australia,features,feature,map_1
150,Djabugay,,,,dyaa1242,traditional,bowern2021australia,features,feature,map_1
151,YortaYorta,,,,yort1237,traditional,bowern2021australia,features,feature,map_1
152,YabulaYabula,,,,yabu1234,traditional,bowern2021australia,features,feature,map_1
153,Ngarigu,,,,ngar1297,traditional,bowern2021australia,features,feature,map_1
154,Thawa,,,,sout2771,traditional,bowern2021australia,features,feature,map_1
155,Dharawal,,,,thur1254,traditional,bowern2021australia,features,feature,map_1
156,Ngunawal,,,,ngun1277,traditional,bowern2021australia,features,feature,map_1
157,Dhurga,,,,dhur1239,traditional,bowern2021australia,features,feature,map_1
158,Gandangara,,,,gund1248,traditional,bowern2021australia,features,feature,map_1
159,Djirringany,,,,sout2771,traditional,bowern2021australia,features,feature,map_1
160,Nyulnyul,,,,nyul1247,traditional,bowern2021australia,features,feature,map_1
161,Kalaw Kawaw Ya,,,,kala1377,traditional,bowern2021australia,features,feature,map_1
162,Nimanburu,,,,nima1245,traditional,bowern2021australia,features,feature,map_1
163,Jawi,,,,djaw1238,traditional,bowern2021australia,features,feature,map_1
164,Bardi,,,,bard1255,traditional,bowern2021australia,features,feature,map_1
165,Jabirrjabirr,,,,dyab1238,traditional,bowern2021australia,features,feature,map_1
166,Umiida,,,,umii1236,traditional,bowern2021australia,features,feature,map_1
167,Unggumi,,,,ungg1243,traditional,bowern2021australia,features,feature,map_1
168,Yawijibaya,,,,yawi1239,traditional,bowern2021australia,features,feature,map_1
169,Worrorra,,,,worr1237,traditional,bowern2021australia,features,feature,map_1
170,Kwini,,,,kwin1241,traditional,bowern2021australia,features,feature,map_1
171,Unggarranggu,,,,ungg1244,traditional,bowern2021australia,features,feature,map_1
172,Gamberre,,,,gamb1251,traditional,bowern2021australia,features,feature,map_1
173,Wunambal,,,,wuna1249,traditional,bowern2021australia,features,feature,map_1
174,Muluriji,,,,mulu1243,traditional,bowern2021australia,features,feature,map_1
175,Jardwadjali,,,,west2443,traditional,bowern2021australia,features,feature,map_1
176,Tjapwurrung,,,,djab1234,traditional,bowern2021australia,features,feature,map_1
177,Djadjawurung,,,,djad1246,traditional,bowern2021australia,features,feature,map_1
178,MathiMathi,,,,madh1244,traditional,bowern2021australia,features,feature,map_1
179,Nari Nari,,,,nari1241,traditional,bowern2021australia,features,feature,map_1
180,WathiWathi,,,,wadi1260,traditional,bowern2021australia,features,feature,map_1
181,Warrnambool,,,,warr1257,traditional,bowern2021australia,features,feature,map_1
182,Wotjobaluk,,,,wotj1234,traditional,bowern2021australia,features,feature,map_1
183,Wemba Wemba,,,,wemb1241,traditional,bowern2021australia,features,feature,map_1
184,Ngaliwuru,,,,djam1255,traditional,bowern2021australia,features,feature,map_1
185,Yari-Yari,,,,yari1243,traditional,bowern2021australia,features,feature,map_1
186,Jaminjung,,,,djam1255,traditional,bowern2021australia,features,feature,map_1
187,Nungali,,,,nung1291,traditional,bowern2021australia,features,feature,map_1
188,Kala Lagaw Ya,,,,kala1377,traditional,bowern2021australia,features,feature,map_1
189,Mabuiag,,,,mabu1248,traditional,bowern2021australia,features,feature,map_1
190,Magati Ke,,,,mart1254,traditional,bowern2021australia,features,feature,map_1
191,Marramaninyshi,,,,mari1417,traditional,bowern2021australia,features,feature,map_1
192,Marri Ammu,,,,mare1239,traditional,bowern2021australia,features,feature,map_1
193,Emmi,,,,mara1386,traditional,bowern2021australia,features,feature,map_1
194,Marringarr,,,,mari1419,traditional,bowern2021australia,features,feature,map_1
195,Giyug,,,,giyu1238,traditional,bowern2021australia,features,feature,map_1
196,Ngalia,,,,pint1251,traditional,bowern2021australia,features,feature,map_1
197,Warnman,,,,wanm1242,traditional,bowern2021australia,features,feature,map_1
198,Pitjantjatjara,,,,pitj1243,traditional,bowern2021australia,features,feature,map_1
199,Pintupi-Luritja,,,,pint1250,traditional,bowern2021australia,features,feature,map_1
200,Yankunytjatjara,,,,pitj1243,traditional,bowern2021australia,features,feature,map_1
201,Kartujarra,,,,kart1247,traditional,bowern2021australia,features,feature,map_1
202,Ladji Ladji,,,,ladj1234,traditional,bowern2021australia,features,feature,map_1
203,Putijarra,,,,pudi1238,traditional,bowern2021australia,features,feature,map_1
204,Yiman,,,,mand1417,traditional,bowern2021australia,features,feature,map_1
205,Yangga,,,,east2716,traditional,bowern2021australia,features,feature,map_1
206,Ganulu,,,,ganu1234,traditional,bowern2021australia,features,feature,map_1
207,Barada,,,,east2716,traditional,bowern2021australia,features,feature,map_1
208,Yilba,,,,east2716,traditional,bowern2021australia,features,feature,map_1
209,Gangulu,,,,gang1268,traditional,bowern2021australia,features,feature,map_1
210,Biri,,,,biri1256,traditional,bowern2021australia,features,feature,map_1
211,Kokatha,,,,koka1244,traditional,bowern2021australia,features,feature,map_1
212,Antakirinya,,,,anta1253,traditional,bowern2021australia,features,feature,map_1
213,Matngele,,,,madn1237,traditional,bowern2021australia,features,feature,map_1
214,Kamu,,,,kamu1258,traditional,bowern2021australia,features,feature,map_1
215,Boonwurrung,,,,boon1243,traditional,bowern2021australia,features,feature,map_1
216,Daungwurrung,,,,daun1234,traditional,bowern2021australia,features,feature,map_1
217,Ngarnka,,,,ngar1283,traditional,bowern2021australia,features,feature,map_1
218,Woiwurrung,,,,woiw1237,traditional,bowern2021australia,features,feature,map_1
219,Djirbal,,,,dyir1250,traditional,bowern2021australia,features,feature,map_1
220,Guynmal,,,,dhar1248,traditional,bowern2021australia,features,feature,map_1
221,Warrgamay,,,,warr1255,traditional,bowern2021australia,features,feature,map_1
222,Nyawaygi,,,,nyaw1247,traditional,bowern2021australia,features,feature,map_1
223,Wubuy,,,,nung1290,traditional,bowern2021australia,features,feature,map_1
224,Wulguru,,,,wulg1239,traditional,bowern2021australia,features,feature,map_1
225,Ngandi,,,,ngan1295,traditional,bowern2021australia,features,feature,map_1
226,Anindilyakwa,,,,anin1240,traditional,bowern2021australia,features,feature,map_1
227,Wirri,,,,biri1256,traditional,bowern2021australia,features,feature,map_1
228,Garingbal,,,,east2716,traditional,bowern2021australia,features,feature,map_1
229,Barna,,,,east2716,traditional,bowern2021australia,features,feature,map_1
230,Yambina,,,,east2716,traditional,bowern2021australia,features,feature,map_1
231,Wadjigu,,,,wadj1255,traditional,bowern2021australia,features,feature,map_1
232,Gabalbara,,,,east2716,traditional,bowern2021australia,features,feature,map_1
233,Wangan,,,,,traditional,bowern2021australia,features,feature,map_1
234,Bunuba,,,,buna1275,traditional,bowern2021australia,features,feature,map_1
235,Gooniyandi,,,,goon1238,traditional,bowern2021australia,features,feature,map_1
236,Dhuwal,,,,dhuw1249,traditional,bowern2021australia,features,feature,map_1
237,Dhuwala,,,,dhuw1250,traditional,bowern2021australia,features,feature,map_1
238,Dhay'yi,,,,dayi1244,traditional,bowern2021australia,features,feature,map_1
239,Wiradjuri,,,,wira1262,traditional,bowern2021australia,features,feature,map_1
240,Ngiyambaa,,,,wang1291,traditional,bowern2021australia,features,feature,map_1
241,Yuwaliyaay,,,,gami1243,traditional,bowern2021australia,features,feature,map_1
242,Gamilaraay,,,,gami1243,traditional,bowern2021australia,features,feature,map_1
243,Yuwaalaraay,,,,yuwa1242,traditional,bowern2021australia,features,feature,map_1
244,Limilngan,,,,nucl1327,traditional,bowern2021australia,features,feature,map_1
245,Wailwan,,,,wayi1238,traditional,bowern2021australia,features,feature,map_1
246,Dharumbal,,,,dhar1248,traditional,bowern2021australia,features,feature,map_1
247,Batjjamalh,,,,wadj1254,traditional,bowern2021australia,features,feature,map_1
248,Alyawarr,,,,alya1239,traditional,bowern2021australia,features,feature,map_1
249,Anmatyerr,,,,anma1239,traditional,bowern2021australia,features,feature,map_1
250,Ayerreyenge,,,,ayer1246,traditional,bowern2021australia,features,feature,map_1
251,Antekerrepenhe,,,,ande1247,traditional,bowern2021australia,features,feature,map_1
252,Lower Aranda,,,,lowe1436,traditional,bowern2021australia,features,feature,map_1
253,Kaytetye,,,,kayt1238,traditional,bowern2021australia,features,feature,map_1
254,Western Arrarnta,,,,west2441,traditional,bowern2021australia,features,feature,map_1
255,Central Arrernte,,,,east2379,traditional,bowern2021australia,features,feature,map_1
256,Eastern Arrernte,,,,east2379,traditional,bowern2021australia,features,feature,map_1
257,Yugambal,,,,yuga1244,traditional,bowern2021australia,features,feature,map_1
258,Bigambal,,,,biga1237,traditional,bowern2021australia,features,feature,map_1
259,Purduna,,,,burd1238,traditional,bowern2021australia,features,feature,map_1
260,Pinikura,,,,pini1244,traditional,bowern2021australia,features,feature,map_1
261,Thalanyji,,,,dhal1245,traditional,bowern2021australia,features,feature,map_1
262,Payungu,,,,bayu1240,traditional,bowern2021australia,features,feature,map_1
263,Pitta-Pitta,,,,pitt1247,traditional,bowern2021australia,features,feature,map_1
264,Mayawali,,,,pitt1247,traditional,bowern2021australia,features,feature,map_1
265,Wangkayutyuru,,,,wang1289,traditional,bowern2021australia,features,feature,map_1
266,Mithaka,,,,mith1236,traditional,bowern2021australia,features,feature,map_1
267,Karuwali,,,,karr1236,traditional,bowern2021australia,features,feature,map_1
268,Karangura,,,,ngam1265,traditional,bowern2021australia,features,feature,map_1
269,Wangkangurru,,,,wang1290,traditional,bowern2021australia,features,feature,map_1
270,Garlali,,,,kala1380,traditional,bowern2021australia,features,feature,map_1
271,Yandruwandha,,,,yand1253,traditional,bowern2021australia,features,feature,map_1
272,Yanda,,,,yand1251,traditional,bowern2021australia,features,feature,map_1
273,Guwa,,,,guwa1242,traditional,bowern2021australia,features,feature,map_1
274,Mawng,,,,maun1240,traditional,bowern2021australia,features,feature,map_1
275,Iwaidja,,,,iwai1244,traditional,bowern2021australia,features,feature,map_1
276,Marrgu,,,,marg1251,traditional,bowern2021australia,features,feature,map_1
277,Wurrugu,,,,wurr1238,traditional,bowern2021australia,features,feature,map_1
278,Ilgar,,,,ilga1238,traditional,bowern2021australia,features,feature,map_1
279,Garig,,,,gari1253,traditional,bowern2021australia,features,feature,map_1
280,Dharuk,,,,sydn1236,traditional,bowern2021australia,features,feature,map_1
281,Darrkinyung,,,,hawk1239,traditional,bowern2021australia,features,feature,map_1
282,Thanggatti,,,,dyan1250,traditional,bowern2021australia,features,feature,map_1
283,Eora,,,,sydn1236,traditional,bowern2021australia,features,feature,map_1
284,Miriwoong,,,,miri1266,traditional,bowern2021australia,features,feature,map_1
285,Gija,,,,kitj1240,traditional,bowern2021australia,features,feature,map_1
286,Yalarnnga,,,,yala1262,traditional,bowern2021australia,features,feature,map_1
287,Gajirrebeng,,,,gadj1243,traditional,bowern2021australia,features,feature,map_1
288,Thiin,,,,thii1234,traditional,bowern2021australia,features,feature,map_1
289,Kalkatungu,,,,kalk1246,traditional,bowern2021australia,features,feature,map_1
290,Garrwa,,,,gara1269,traditional,bowern2021australia,features,feature,map_1
291,Waanyi,,,,wany1247,traditional,bowern2021australia,features,feature,map_1
292,Erre,,,,erre1238,traditional,bowern2021australia,features,feature,map_1
293,Mengerrdji,,,,mang1382,traditional,bowern2021australia,features,feature,map_1
294,Gumbaynggir,,,,kumb1268,traditional,bowern2021australia,features,feature,map_1
295,Urningangk,,,,urni1239,traditional,bowern2021australia,features,feature,map_1
296,Baanbay,,,,kumb1268,traditional,bowern2021australia,features,feature,map_1
297,Yaygirr,,,,yayg1236,traditional,bowern2021australia,features,feature,map_1
298,Bininj Kunwok,,,,gunw1252,traditional,bowern2021australia,features,feature,map_1
299,Kunbarlang,,,,kunb1251,traditional,bowern2021australia,features,feature,map_1
300,Wulwulam,,,,wulw1234,traditional,bowern2021australia,features,feature,map_1
301,Dalabon,,,,ngal1292,traditional,bowern2021australia,features,feature,map_1
302,Jawoyn,,,,djau1244,traditional,bowern2021australia,features,feature,map_1
303,Uwinymil,,,,uwin1234,traditional,bowern2021australia,features,feature,map_1
304,Amurdak,,,,amar1271,traditional,bowern2021australia,features,feature,map_1
305,Warray,,,,wara1290,traditional,bowern2021australia,features,feature,map_1
306,Gudanji,,,,guda1242,traditional,bowern2021australia,features,feature,map_1
307,Binbinka,,,,binb1242,traditional,bowern2021australia,features,feature,map_1
308,Jingulu,,,,djin1251,traditional,bowern2021australia,features,feature,map_1
309,Wambaya,,,,wamb1258,traditional,bowern2021australia,features,feature,map_1
310,Kurnai,,,,gana1278,traditional,bowern2021australia,features,feature,map_1
311,Bidawal,,,,gana1268,traditional,bowern2021australia,features,feature,map_1
312,Muk-Thang,,,,gana1278,traditional,bowern2021australia,features,feature,map_1
313,Thangguai,,,,gana1278,traditional,bowern2021australia,features,feature,map_1
314,Dhudhuroa,,,,dhud1236,traditional,bowern2021australia,features,feature,map_1
315,Nulit,,,,gana1278,traditional,bowern2021australia,features,feature,map_1
316,Yawuru,,,,yawu1244,traditional,bowern2021australia,features,feature,map_1
317,Waywurru,,,,pall1243,traditional,bowern2021australia,features,feature,map_1
318,Jukun,,,,dyug1238,traditional,bowern2021australia,features,feature,map_1
319,Nyikina,,,,nyig1240,traditional,bowern2021australia,features,feature,map_1
320,Ngumbarl,,,,ngum1253,traditional,bowern2021australia,features,feature,map_1
321,Warrwa,,,,warr1258,traditional,bowern2021australia,features,feature,map_1
322,Warriyangga,,,,wari1262,traditional,bowern2021australia,features,feature,map_1
323,Tharrgari,,,,dhar1247,traditional,bowern2021australia,features,feature,map_1
324,Gudjal,,,,gudj1237,traditional,bowern2021australia,features,feature,map_1
325,Alawa,,,,alaw1244,traditional,bowern2021australia,features,feature,map_1
326,Yagalingu,,,,bidy1243,traditional,bowern2021australia,features,feature,map_1
327,Miyan,,,,east2716,traditional,bowern2021australia,features,feature,map_1
328,Dungaloo,,,,,traditional,bowern2021australia,features,feature,map_1
329,Giya,,,,giya1234,traditional,bowern2021australia,features,feature,map_1
330,Yiningayi,,,,bidy1243,traditional,bowern2021australia,features,feature,map_1
331,Yuru,,,,yuru1264,traditional,bowern2021australia,features,feature,map_1
332,Yugul,,,,yugu1250,traditional,bowern2021australia,features,feature,map_1
333,Bindal,,,,bind1237,traditional,bowern2021australia,features,feature,map_1
334,Marra,,,,mara1385,traditional,bowern2021australia,features,feature,map_1
335,Warndarrang,,,,wand1263,traditional,bowern2021australia,features,feature,map_1
336,Nyangumarta,,,,nyan1301,traditional,bowern2021australia,features,feature,map_1
337,Karajarri,,,,kara1476,traditional,bowern2021australia,features,feature,map_1
338,Larrakia,,,,lara1258,traditional,bowern2021australia,features,feature,map_1
339,Wulna,,,,wuln1239,traditional,bowern2021australia,features,feature,map_1
340,Keramin,,,,kera1256,traditional,bowern2021australia,features,feature,map_1
341,Ngarkat,,,,lowe1402,traditional,bowern2021australia,features,feature,map_1
342,Ngintait,,,,ngin1247,traditional,bowern2021australia,features,feature,map_1
343,YithaYitha,,,,yith1234,traditional,bowern2021australia,features,feature,map_1
344,Ngarrindjeri,,,,narr1259,traditional,bowern2021australia,features,feature,map_1
345,Peramangk,,,,,traditional,bowern2021australia,features,feature,map_1
346,Ngaiawang,,,,lowe1402,traditional,bowern2021australia,features,feature,map_1
347,Yaraldi,,,,yara1254,traditional,bowern2021australia,features,feature,map_1
348,Ndjebbana,,,,djee1236,traditional,bowern2021australia,features,feature,map_1
349,Raminyeri,,,,narr1259,traditional,bowern2021australia,features,feature,map_1
350,Gurrgoni,,,,gura1252,traditional,bowern2021australia,features,feature,map_1
351,Nakara,,,,naka1260,traditional,bowern2021australia,features,feature,map_1
352,Jiwarli,,,,thii1234,traditional,bowern2021australia,features,feature,map_1
353,Burarra,,,,bura1267,traditional,bowern2021australia,features,feature,map_1
354,Kalaamaya,,,,kala1401,traditional,bowern2021australia,features,feature,map_1
355,Tharrayi,,,,ying1247,traditional,bowern2021australia,features,feature,map_1
356,Badimaya,,,,badi1246,traditional,bowern2021australia,features,feature,map_1
357,Nhanda,,,,nhan1238,traditional,bowern2021australia,features,feature,map_1
358,Thaagurda,,,,kart1250,traditional,bowern2021australia,features,feature,map_1
359,Wajarri,,,,waja1257,traditional,bowern2021australia,features,feature,map_1
360,Kolakngat,,,,cola1237,traditional,bowern2021australia,features,feature,map_1
361,Bunganditj,,,,bung1264,traditional,bowern2021australia,features,feature,map_1
